model,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std
GradientBoosting,20.3436004286267,1.0835879257811227,14.34900135464682,0.4597339232928734
LinearRegression,20.533385360373536,0.651935600375464,14.878792403243267,0.29995284444243947
RandomForest,20.96627790223416,0.8274042812680704,14.675936220687689,0.4451403284633475
